ID_NO,INTERNAL_SCORE,ID_DECISION,CHANNEL,STORE,APPLICATION_TYPE,CONSULTATION_ID,FLAG_HIT,FICO_SCORE,DATE_OF_BIRTH,RESIDENCE,MARITAL_STATUS,SEX_FLAG,DEPENDENDENTS_NO,UNDERWRITERïS_NAME_CREDIT,ACCOUNT_TYPE_CREDIT,RESPONSIBILITY_TYPE_CREDIT,CREDIT_TYPE,Source,IMPUGNATED_REGISTRY,UNDERWRITERïS_NAME_CONSULTATION,ACCOUNT_TYPE_CONSULTATION,RESPONSIBILITY_TYPE_CONSULTATION,AMOUNT_APPLIED_FOR,Paid/Not Paid
01011DFC00011BB6,150,INMEDIATO,1,100,2.0171E+25,332315987,1,668,27/08/1994,5,,M,0,FINANCIERA,L¡nea de Cr‚dito,UNERFORSCHT,Revolvente,Bur¢ de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
1.01121E+14,167,INMEDIATO,1,100,2.0171E+25,334562094,1,678,02/01/1959,5,V,,0,BANCO AZTECA,Pr‚stamo Personal,UNERFORSCHT,Cr‚dito Prendario,Banco Azteca,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010100640001E9A0,83,INVESTIGACIàN,1,100,2.01712E+25,344909952,0,573,25/06/1993,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
01010E1C00012151,98,INMEDIATO,1,100,2.01712E+25,346933799,1,559,23/01/1971,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010100640000210F,122,INMEDIATO,1,100,2.01712E+25,348621423,1,684,22/09/1970,5,,,0,TIENDA COMERCIAL,Tarjeta de Cr‚dito,UNERFORSCHT,Revolvente,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010100640001EBCC,119,INVESTIGACIàN,1,100,2.01801E+25,354461579,0,0,10/01/1995,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
010100640001EC11,152,INMEDIATO,1,100,2.01801E+25,355877526,1,765,24/12/1957,5,,,0,BANCOS,¨Pr‚stamo N¢mina?,UNERFORSCHT,Pagos Fijos,Bur¢ de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
1.01092E+14,77,INVESTIGACIàN,1,100,2.01801E+25,359055294,1,504,28/07/1982,5,,,0,COMUNICACIONES,L¡nea de Cr‚dito,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100640001ECF0,165,INVESTIGACIàN,1,100,2.01801E+25,360002080,0,557,20/04/1969,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101006B000142CA,116,INVESTIGACIàN,1,107,2.01707E+25,307836952,0,643,14/12/1989,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101006B00010BB8,123,INMEDIATO,1,107,2.01708E+25,313910955,1,702,26/02/1986,5,,,0,BANCO AZTECA,Pr‚stamo Personal,UNERFORSCHT,Cr‚dito Prendario,Banco Azteca,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101075400003FCE,133,INMEDIATO,1,107,2.0171E+25,326410430,1,657,04/09/1990,5,,,0,BANCOS,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101006B000146B0,106,INMEDIATO,1,107,2.0171E+25,328270683,0,643,12/08/1995,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101006B0001471B,107,INVESTIGACIàN,1,107,2.0171E+25,330950153,0,0,24/07/1996,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Pr‚stamo Personal,Individual,0,0
010116720000CED3,143,INMEDIATO,1,107,2.0171E+25,331665523,1,731,12/11/1969,5,D,F,0,TIENDA COMERCIAL,Aparatos/Muebles,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101006B00014885,116,INVESTIGACIàN,1,107,2.01711E+25,338933487,1,638,13/04/1997,,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101006B000148DA,119,INVESTIGACIàN,1,107,2.01711E+25,341281697,0,563,17/07/1989,3,S,M,1,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010116720001885C,79,INVESTIGACIàN,1,107,2.01801E+25,356413607,1,627,18/06/1985,5,,,0,BANCOS,L¡nea de Cr‚dito,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,UNERFORSCHT,Tarjeta de Cr‚dito,Individual,0,0
0101006E0001E2FF,127,INMEDIATO,1,110,2.01708E+25,308441525,1,672,15/07/1983,5,,F,0,BANCOS,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101006E0001E3D4,85,INVESTIGACIàN,1,110,2.01708E+25,311206036,0,686,21/11/1997,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101006E0001E427,100,INVESTIGACIàN,1,110,2.01708E+25,312905861,0,534,06/08/1995,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Aparatos/Muebles,Individual,"700,000",0
0101006E0001E44C,129,INVESTIGACIàN,1,110,2.01708E+25,313514196,0,581,21/10/1993,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101006E00002857,155,INMEDIATO,1,110,2.01708E+24,315456367,1,703,02/11/1971,,,,0,SERVICIOS,Otros,UNERFORSCHT,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101006E0001E4F3,117,INVESTIGACIàN,1,110,2.01708E+25,315620156,0,0,03/02/1960,5,C,M,0,TIENDA COMERCIAL,Cr‚dito al Consumo,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101006E0001E52B,158,INMEDIATO,1,110,2.01708E+25,316703770,1,677,28/08/1974,5,,,1,TIENDA COMERCIAL,Aparatos/Muebles,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101157800001A2D,131,INVESTIGACIàN,1,110,2.0171E+25,329627812,0,546,01/08/1993,5,D,M,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101006E0001DCBD,82,INVESTIGACIàN,1,110,2.0171E+25,333065400,0,638,04/06/1998,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,TIENDA COMERCIAL,Pagos Fijos,UNERFORSCHT,0,0
01011C6100009B93,110,INMEDIATO,1,110,2.01711E+25,336999396,0,682,14/09/1983,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101006E0001EA41,79,INVESTIGACIàN,1,110,2.01711E+25,338158755,0,534,13/11/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101006E0001EAE8,91,INVESTIGACIàN,1,110,2.01711E+25,342414185,0,674,06/01/1996,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
1.09215E+14,87,INVESTIGACIàN,1,110,2.01711E+25,342973729,1,633,26/10/1996,5,,,0,BANCOS,L¡nea de Cr‚dito,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101006E0001EB2F,121,INVESTIGACIàN,1,110,2.01712E+25,346849887,0,0,18/01/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101006E0001AEEF,93,INVESTIGACIàN,1,110,2.01712E+25,344878496,1,551,03/04/1987,5,D,M,0,COMUNICACIONES,L¡nea de Cr‚dito,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCOS,Pagos Fijos,UNERFORSCHT,0,0
0101006E0001ECBB,119,INVESTIGACIàN,1,110,2.01801E+25,356591414,0,489,12/11/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101006E0001ED49,133,INMEDIATO,1,110,2.01801E+25,360630943,0,534,26/06/1990,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101006E0001ECBD,118,INVESTIGACIàN,1,110,2.01801E+25,363320038,0,613,30/05/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
01010ABD00016F81,90,INVESTIGACIàN,1,110,2.01801E+25,363491483,0,515,24/07/1968,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,COMUNICACIONES,Tarjeta de Cr‚dito,Individual,0,0
010100720000D27E,61,INVESTIGACIàN,1,114,2.01801E+25,359550278,1,653,09/07/1999,5,,,0,BANCO AZTECA,Pr‚stamo Personal,Individual,Cr‚dito Prendario,Banco Azteca,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100720000D7E6,127,INVESTIGACIàN,1,114,2.01801E+25,363231741,1,685,22/04/1986,,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100740001EB33,87,INVESTIGACIàN,1,116,2.01711E+25,337246691,0,606,02/05/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
010100740001EB4E,142,INMEDIATO,1,116,2.01711E+25,337472279,1,646,15/06/1994,5,,,0,BANCOS,Tarjeta de Cr‚dito,UNERFORSCHT,Revolvente,Bur¢ de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010100740001EC64,120,INVESTIGACIàN,1,116,2.01711E+25,342664841,0,0,27/01/1998,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010920800000245D,104,INVESTIGACIàN,1,116,2.01712E+25,344826754,1,523,18/10/1982,5,,,0,TIENDA COMERCIAL,L¡nea de Cr‚dito,Individual,Revolvente,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100740001ECCA,85,INVESTIGACIàN,1,116,2.01712E+25,346847790,0,602,07/06/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
010100740001EDB8,140,INVESTIGACIàN,1,116,2.01712E+25,350076587,0,589,10/10/1995,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,Desconocido,Individual,0,0
010100740001EE07,106,INVESTIGACIàN,1,116,2.01712E+25,351219784,1,548,06/08/1997,3,S,M,0,TIENDA COMERCIAL,L¡nea de Cr‚dito,Individual,Revolvente,C¡culo de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
010107D1000155B0,114,INVESTIGACIàN,1,116,2.01801E+25,355787720,1,536,23/06/1985,,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100740001EFE4,134,INVESTIGACIàN,1,116,2.01801E+25,357355913,0,639,22/08/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101007400011BFE,153,INVESTIGACIàN,1,116,2.01801E+25,359278011,1,590,28/08/1969,5,,,0,COMUNICACIONES,L¡nea de Cr‚dito,Individual,Revolvente,Bur¢ de Cr‚dito,NO,COMUNICACIONES,Tarjeta de Cr‚dito,Individual,0,0
010920E10000234C,82,INVESTIGACIàN,1,118,2.0171E+25,328156957,0,635,12/03/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
1.01E+93,156,INVESTIGACIàN,1,118,2.0171E+25,333693532,0,0,25/05/1971,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101007600019EA7,168,INMEDIATO,1,118,2.01711E+25,334936744,1,655,06/08/1985,,,,0,COMUNICACIONES,L¡nea de Cr‚dito,UNERFORSCHT,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101007600019EB2,153,INMEDIATO,1,118,2.01711E+25,334989540,1,638,14/06/1984,5,,,1,BANCOS,Tarjeta de Cr‚dito,UNERFORSCHT,Revolvente,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101007600019EEE,123,INVESTIGACIàN,1,118,2.01711E+25,336752924,0,687,14/11/1998,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101007600019F30,84,INVESTIGACIàN,1,118,2.01711E+25,338886685,0,682,21/08/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
012715A10000144B,83,INVESTIGACIàN,1,118,2.01711E+25,342585235,1,656,05/10/1995,5,,,0,BANCOS,Tarjeta de Cr‚dito,Individual,Revolvente,Bur¢ de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101007600019FF2,87,INVESTIGACIàN,1,118,2.01712E+25,346845252,0,506,07/09/1992,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,1
010100760001A0CB,95,INVESTIGACIàN,1,118,2.01712E+25,352603568,0,564,26/06/1992,3,S,F,1,TIENDA COMERCIAL,L¡nea de Cr‚dito,Individual,Revolvente,C¡culo de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
010100760001A0CF,120,INMEDIATO,1,118,2.01712E+25,352631812,1,673,25/08/1969,5,,,0,BANCOS,Tarjeta de Cr‚dito,Individual,Revolvente,Bur¢ de Cr‚dito,NO,AUTOMOTRIZ,L¡nea de Cr‚dito,Individual,0,0
01010AC00000775C,95,INMEDIATO,1,118,2.01801E+25,355675849,1,594,30/05/1971,5,S,F,0,SERVICIOS,Hipotecario o Vivienda,UNERFORSCHT,Hipoteca,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010100780001C213,105,INVESTIGACIàN,1,120,2.01711E+25,339060089,0,588,08/10/1989,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
01010078000110EA,96,INVESTIGACIàN,1,120,2.01711E+25,340047829,1,683,08/12/1978,5,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101177E0000C10A,102,INVESTIGACIàN,1,120,2.01712E+25,348255410,0,595,22/06/1996,5,,F,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
01010866000177F7,108,INVESTIGACIàN,1,120,2.01712E+25,348269750,0,578,12/10/1989,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100780000D9D9,84,INVESTIGACIàN,1,120,2.01801E+25,363320947,0,0,08/09/1985,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100780001C6E7,99,INVESTIGACIàN,1,120,2.01801E+25,363726288,1,704,23/04/1964,5,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100790001A2B9,113,INVESTIGACIàN,1,121,2.0171E+25,332426344,0,573,05/11/1973,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Pagos Fijos,UNERFORSCHT,0,0
010100790001A67C,63,INVESTIGACIàN,1,121,2.01712E+25,351354692,0,620,31/08/1991,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
01011970000139EC,110,INVESTIGACIàN,1,121,2.01801E+24,355827776,1,627,12/07/1996,5,,M,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,C¡culo de Cr‚dito,NO,BANCOS,Pr‚stamo Personal,Individual,0,0
010100790001A7F7,138,INVESTIGACIàN,1,121,2.01801E+25,356198182,1,659,30/07/1966,5,,,0,GOBIERNO,Pr‚stamo Personal,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101007F0001490C,104,INVESTIGACIàN,1,127,2.0171E+25,330433687,1,696,11/10/1966,,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101007F000170AD,135,INVESTIGACIàN,1,127,2.01711E+25,342622044,1,666,28/08/1963,1,L,F,1,BANCOS,L¡nea de Cr‚dito,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101007F00012A62,83,INVESTIGACIàN,1,127,2.01801E+25,362825937,1,640,18/03/1988,5,,,0,BANCOS,Otros,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
01010080000174BF,102,INVESTIGACIàN,1,128,2.01711E+25,337639470,0,577,06/02/1998,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
1.01E+15,110,INVESTIGACIàN,1,128,2.01712E+25,349690155,0,532,16/08/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100800001860C,108,INVESTIGACIàN,1,128,2.01712E+25,351133646,0,0,16/12/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100800000B877,128,INVESTIGACIàN,1,128,2.01712E+25,351754879,0,0,28/01/1960,5,D,F,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
010A0F810000075D,91,INVESTIGACIàN,1,137,2.0171E+25,332903027,0,550,29/10/1998,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Pr‚stamo Personal,Individual,0,0
011105AB0000119D,140,INMEDIATO,1,137,2.01711E+25,340022637,1,655,19/07/1975,5,,,0,GOBIERNO,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,Bur¢ de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010921E800000B5F,123,INVESTIGACIàN,1,137,2.01711E+25,340080908,1,642,27/01/1965,1,S,F,1,BANCOS,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,FINANCIERA,Tarjeta de Cr‚dito,Individual,0,0
01010089000135A5,87,INVESTIGACIàN,1,137,2.01711E+25,340226985,1,556,07/07/1973,5,,,0,TIENDA COMERCIAL,Aparatos/Muebles,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
1.01E+12,109,INVESTIGACIàN,1,137,2.01712E+25,352626944,1,577,28/05/1968,5,,,0,TIENDA COMERCIAL,Aparatos/Muebles,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086300005B26,127,INMEDIATO,1,137,2.01801E+25,360464644,0,616,24/06/1959,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
1.01E+19,147,INMEDIATO,1,144,2.01711E+25,335222173,0,668,17/07/1991,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010100900000DD27,95,INVESTIGACIàN,1,144,2.01711E+25,340601678,0,0,09/05/1985,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
010100900000AB7C,150,INVESTIGACIàN,1,144,2.01711E+25,341754786,0,0,12/03/1998,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100900000DC9B,125,INVESTIGACIàN,1,144,2.01712E+25,348613616,1,504,07/11/1989,5,,,0,COMUNICACIONES,L¡nea de Cr‚dito,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100900001B2FB,147,INVESTIGACIàN,1,144,2.01801E+25,356045200,1,655,27/08/1991,5,,,0,COMUNICACIONES,L¡nea de Cr‚dito,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100900001B306,107,INVESTIGACIàN,1,144,2.01801E+25,356215839,1,495,23/03/1997,5,,M,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,FINANCIERA,Pr‚stamo Personal,Individual,"3,002",0
010100940001A788,92,INVESTIGACIàN,1,148,2.01712E+25,347267167,0,544,17/06/1972,5,,,1,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,FINANCIERA,Pagos Fijos,UNERFORSCHT,0,0
010100940001A7CD,115,INVESTIGACIàN,1,148,2.01712E+25,348386519,1,635,21/05/1963,5,,,1,BANCOS,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCOS,Pagos Fijos,UNERFORSCHT,0,0
010100940001A7F7,112,INVESTIGACIàN,1,148,2.01712E+25,348812818,1,664,15/03/1963,5,,,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,FINANCIERA,Pr‚stamo Personal,Individual,"10,000",0
010100940001A89E,88,INVESTIGACIàN,1,148,2.01712E+25,351370072,0,0,20/08/1979,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010100940001A8F4,98,INMEDIATO,1,148,2.01712E+25,352499726,1,695,01/05/1985,,,,0,BANCOS,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,Bur¢ de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010100940001A946,64,INVESTIGACIàN,1,148,2.01712E+25,353346090,1,677,17/04/1997,5,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
