ID_NO,INTERNAL_SCORE,ID_DECISION,CHANNEL,STORE,APPLICATION_TYPE,CONSULTATION_ID,FLAG_HIT,FICO_SCORE,DATE_OF_BIRTH,RESIDENCE,MARITAL_STATUS,SEX_FLAG,DEPENDENDENTS_NO,UNDERWRITERïS_NAME_CREDIT,ACCOUNT_TYPE_CREDIT,RESPONSIBILITY_TYPE_CREDIT,CREDIT_TYPE,Source,IMPUGNATED_REGISTRY,UNDERWRITERïS_NAME_CONSULTATION,ACCOUNT_TYPE_CONSULTATION,RESPONSIBILITY_TYPE_CONSULTATION,AMOUNT_APPLIED_FOR,Paid/Not Paid
0101085A0001777F,169,INVESTIGACIàN,1,2138,2.01708E+25,310323555,0,0,16/06/1996,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085A00012ECE,173,INMEDIATO,1,2138,2.01708E+25,313238575,1,731,27/05/1973,5,,,0,BANCOS,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,1
0101085A000178B2,98,INVESTIGACIàN,1,2138,2.01708E+25,314519042,0,653,14/07/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
0101085A00017946,138,INVESTIGACIàN,1,2138,2.01709E+25,318843164,0,0,12/06/1992,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101085A0001799D,120,INVESTIGACIàN,1,2138,2.01709E+25,320218789,0,606,13/09/1997,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085A00006541,169,INMEDIATO,1,2138,2.01709E+25,320290671,1,733,09/07/1978,5,C,F,2,BANCOS,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101085A000179D8,92,INVESTIGACIàN,1,2138,2.01709E+25,321291377,0,697,08/10/1998,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101085A0000584A,117,INVESTIGACIàN,1,2138,2.01709E+25,321358554,1,659,03/09/1984,1,C,M,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
0101085A000163EB,139,INVESTIGACIàN,1,2138,2.0171E+25,327465873,0,0,11/08/1996,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
0101085A00017C46,141,INMEDIATO,1,2138,2.0171E+25,329910631,1,659,09/07/1956,5,,,0,BANCOS,Tarjeta de Cr‚dito,UNERFORSCHT,Revolvente,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101085A0000A393,103,INVESTIGACIàN,1,2138,2.01711E+25,340285725,0,0,07/07/1994,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085A00017E28,100,INVESTIGACIàN,1,2138,2.01711E+25,340691727,0,521,18/10/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Pagos Fijos,UNERFORSCHT,0,0
0101085A0001491F,107,INVESTIGACIàN,1,2138,2.01712E+25,344937076,0,584,10/07/1985,5,,M,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085A00017EB0,141,INVESTIGACIàN,1,2138,2.01712E+25,346021913,0,632,13/07/1997,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Pagos Fijos,UNERFORSCHT,0,0
0101085A000071B4,122,INMEDIATO,1,2138,2.01712E+25,350682234,1,690,25/05/1975,5,,,3,TIENDA COMERCIAL,L¡nea de Cr‚dito,UNERFORSCHT,Revolvente,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
1.01E+15,140,INMEDIATO,1,2138,2.01712E+25,352898586,1,673,15/12/1964,5,,M,0,AUTOMOTRIZ,Compra de Autom¢vil,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101085A00017D42,158,INMEDIATO,1,2138,2.01801E+25,357791684,1,666,14/09/1986,5,,,0,FINANCIERA,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101085A0001744B,122,INMEDIATO,1,2138,2.01801E+25,363730347,1,680,16/08/1979,3,S,F,2,BANCO AZTECA,Pr‚stamo Personal,UNERFORSCHT,Cr‚dito Prendario,Banco Azteca,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101085C0001C7D1,119,INVESTIGACIàN,1,2140,2.01711E+25,334997398,0,629,05/10/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101156F00014D25,113,INMEDIATO,1,2140,2.01711E+25,340498755,1,696,14/12/1953,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,1
0101085C0000B7FC,86,INVESTIGACIàN,1,2140,2.01711E+25,340235393,1,613,23/01/1992,3,S,M,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
01010C5A00019C3B,128,INVESTIGACIàN,1,2140,2.01801E+25,355982971,1,555,02/06/1984,5,,M,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
0101085D0000FF1E,107,INVESTIGACIàN,1,2141,2.0171E+25,329581179,0,0,05/09/1991,3,S,M,1,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085D0001005C,111,INVESTIGACIàN,1,2141,2.01711E+25,342373680,0,634,21/08/1980,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101085D0000A4F5,95,INVESTIGACIàN,1,2141,2.01712E+25,353163655,1,700,19/06/1992,5,C,,0,BANCO AZTECA,Pr‚stamo Personal,Individual,Cr‚dito Prendario,Banco Azteca,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085D00010153,94,INVESTIGACIàN,1,2141,2.01801E+25,354475843,0,0,27/02/1981,5,S,M,1,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010111BF0001A663,97,INVESTIGACIàN,1,2141,2.01801E+25,355948457,0,0,08/12/1985,3,S,F,5,TIENDA COMERCIAL,L¡nea de Cr‚dito,Individual,Revolvente,C¡culo de Cr‚dito,NO,BANCOS,Aparatos/Muebles,Individual,"500,000",0
0101213B0002191A,78,INVESTIGACIàN,1,2141,2.01801E+25,357963656,0,534,15/04/1997,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010111BF0001BEA8,89,INVESTIGACIàN,1,2141,2.01801E+25,359266470,0,0,23/05/1995,5,D,F,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101085E0000C173,129,INVESTIGACIàN,1,2142,2.0171E+25,333832417,0,0,11/06/1992,5,,,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085E00013DA7,84,INVESTIGACIàN,1,2142,2.01711E+25,338275559,1,680,08/10/1998,5,,,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,TIENDA COMERCIAL,Pagos Fijos,UNERFORSCHT,0,0
1.27126E+14,105,INMEDIATO,1,2142,2.01711E+25,341951583,0,672,22/07/1986,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0109083D000014C1,97,INVESTIGACIàN,1,2142,2.01711E+25,342117746,0,0,25/10/1982,5,L,F,2,BANCOS,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085E0000EE29,138,INVESTIGACIàN,1,2142,2.01711E+25,342313556,1,649,25/10/1986,3,S,M,1,SERVICIOS,L¡nea de Cr‚dito,Individual,Sin L¡mite Preestablecido,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085E0000D42B,164,INMEDIATO,1,2142,2.01712E+25,344853162,1,682,23/06/1945,5,,,0,SERVICIOS,Otros,UNERFORSCHT,Sin L¡mite Preestablecido,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010104860000C59F,94,INVESTIGACIàN,1,2142,2.01712E+25,348423252,1,644,12/05/1995,3,S,F,1,BANCOS,L¡nea de Cr‚dito,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010111620000B420,77,INVESTIGACIàN,1,2142,2.01801E+25,355765453,1,630,21/08/1999,5,,,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
010111BF00011C9A,105,INMEDIATO,1,2142,2.01801E+25,357320908,1,721,01/01/1975,1,L,M,0,FINANCIERA,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101085E00013FAD,90,INVESTIGACIàN,1,2142,2.01801E+25,362542236,0,523,05/02/1996,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010902D600001647,93,INVESTIGACIàN,1,2142,2.01801E+25,363550152,1,523,19/03/1991,5,,,3,TIENDA COMERCIAL,L¡nea de Cr‚dito,Individual,Revolvente,C¡culo de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101085F00002663,163,INMEDIATO,1,2143,2.0171E+25,331643581,0,603,10/07/1962,,,,0,SERVICIOS,L¡nea de Cr‚dito,UNERFORSCHT,Sin L¡mite Preestablecido,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
1.01045E+14,103,INMEDIATO,1,2143,2.0171E+25,333023999,1,727,21/06/1992,5,,,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,COMUNICACIONES,Tarjeta de Cr‚dito,Individual,0,0
0101085F0000B2D5,126,INMEDIATO,1,2143,2.01711E+25,338255108,1,667,04/10/1966,5,,M,0,COMUNICACIONES,L¡nea de Cr‚dito,UNERFORSCHT,Revolvente,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101085F00006296,123,INVESTIGACIàN,1,2143,2.01711E+25,340355456,1,573,15/10/1977,1,L,M,0,BANCOS,¨Pr‚stamo N¢mina?,Individual,Revolvente,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101085F00008339,139,INVESTIGACIàN,1,2143,2.01712E+25,350728070,1,560,11/09/1975,5,,,0,TIENDA COMERCIAL,Aparatos/Muebles,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
01270A81000010EF,125,INMEDIATO,1,2143,2.01801E+25,354453085,1,660,21/03/1970,5,D,F,0,BANCOS,Tarjeta de Cr‚dito,UNERFORSCHT,Revolvente,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101085F0000B47F,105,INVESTIGACIàN,1,2143,2.01801E+25,358892243,0,541,30/12/1998,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010108600000E959,83,INVESTIGACIàN,1,2144,2.0171E+25,327983690,0,0,06/09/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010108600000EA00,85,INVESTIGACIàN,1,2144,2.0171E+25,332980541,0,0,27/10/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010108600000D975,129,INMEDIATO,1,2144,2.01711E+25,338347329,1,630,19/08/1996,5,,,0,BANCOS,Pr‚stamo Personal,UNERFORSCHT,Pagos Fijos,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
0101085E0000E91A,118,INVESTIGACIàN,1,2144,2.01711E+25,340491526,0,537,09/02/1977,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
0101086000006BA3,143,INMEDIATO,1,2144,2.01712E+25,349248724,0,660,14/07/1991,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010108630000D52D,95,INVESTIGACIàN,1,2147,2.01712E+25,348378667,0,531,25/10/1997,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
1.01086E+14,95,INVESTIGACIàN,1,2147,2.01712E+25,348399569,0,0,24/03/1997,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
010108630000D984,123,INVESTIGACIàN,1,2147,2.01712E+25,348668847,1,635,27/01/1974,5,,,0,BANCOS,L¡nea de Cr‚dito,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010108630000DC77,100,INVESTIGACIàN,1,2147,2.01801E+25,354571544,0,531,25/09/1992,5,,M,0,BANCOS,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010108660001AF71,137,INVESTIGACIàN,1,2150,2.0171E+25,331522633,1,654,07/11/1951,5,,F,0,BANCOS,Tarjeta de Cr‚dito,Individual,Revolvente,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
1.01266E+14,105,INVESTIGACIàN,1,2150,2.0171E+25,332342584,1,611,30/08/1964,5,S,F,7,COMUNICACIONES,L¡nea de Cr‚dito,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
0101007F00013E4F,130,INMEDIATO,1,2150,2.0171E+25,332900009,1,644,18/02/1994,5,D,M,0,SERVICIOS,Otros,UNERFORSCHT,Sin L¡mite Preestablecido,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010116C6000110F9,52,INVESTIGACIàN,1,2150,2.0171E+25,333500879,0,577,10/07/1999,3,S,M,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010108660001B0EC,82,INVESTIGACIàN,1,2150,2.01711E+25,336951072,1,688,16/06/1965,5,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCOS,Pagos Fijos,UNERFORSCHT,0,0
1.01008E+14,82,INVESTIGACIàN,1,2150,2.01711E+25,338525525,1,667,27/05/1973,,,,0,BANCOS,¨Pr‚stamo N¢mina?,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010117D3000035CF,110,INVESTIGACIàN,1,2150,2.01711E+25,340608914,0,662,29/01/1978,5,D,F,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Tarjeta de Cr‚dito,Individual,0,0
010108660001B2CA,136,INVESTIGACIàN,1,2150,2.01712E+25,347897800,0,0,09/05/1986,5,,,0,TIENDA COMERCIAL,Aparatos/Muebles,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
01011CBF00013C6D,107,INVESTIGACIàN,1,2150,2.01712E+25,351689813,0,540,06/09/1991,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010108660001B59B,104,INVESTIGACIàN,1,2150,2.01801E+25,363255160,0,0,17/11/1996,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Pagos Fijos,UNERFORSCHT,0,0
010108660001B5AF,100,INVESTIGACIàN,1,2150,2.01801E+25,363598244,0,534,22/01/1995,1,L,M,1,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086A0000B83C,164,INVESTIGACIàN,1,2154,2.01711E+25,338529285,1,607,21/03/1964,,,,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
01010D940000F7DE,73,INVESTIGACIàN,1,2154,2.01712E+25,344906990,1,637,09/07/1993,5,,,0,COMUNICACIONES,L¡nea de Cr‚dito,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086A00006AF1,93,INVESTIGACIàN,1,2154,2.01712E+25,346017280,1,700,19/05/1989,5,C,F,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101086A0000B8D0,86,INVESTIGACIàN,1,2154,2.01712E+25,349622474,0,549,13/03/1994,5,,M,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
0101086A0000B977,129,INVESTIGACIàN,1,2154,2.01801E+25,359407727,0,571,06/02/1978,5,,F,0,BANCOS,Pr‚stamo Personal,Individual,Pagos Fijos,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
01011B8000010F97,130,INVESTIGACIàN,1,2155,2.01711E+25,337200736,0,0,27/12/1964,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
01011B800000B7ED,144,INMEDIATO,1,2155,2.01711E+25,342936752,1,670,01/01/1973,5,,,0,VENTA POR CATALOGO,L¡nea de Cr‚dito,UNERFORSCHT,Revolvente,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
01091870000089B4,108,INVESTIGACIàN,1,2155,2.01712E+25,346803654,0,481,08/07/1998,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
01010D43000002FB,127,INVESTIGACIàN,1,2155,2.01712E+25,352640406,0,0,06/03/1960,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086C0000EB6E,128,INVESTIGACIàN,1,2156,2.01711E+25,337422435,0,0,06/05/1996,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086C0000D403,137,INMEDIATO,1,2156,2.01711E+25,340522395,1,716,11/02/1981,5,,,0,FINANCIERA,Banca Comunal,Obligado Solidario,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086C0000EC08,100,INVESTIGACIàN,1,2156,2.01712E+25,347274000,0,596,10/09/1996,5,,M,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086C0000EA49,139,INVESTIGACIàN,1,2156,2.01712E+25,349326693,0,0,18/09/1992,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086C000069BA,134,INVESTIGACIàN,1,2156,2.01801E+25,356770113,0,0,04/05/1999,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101086C00007E86,86,INVESTIGACIàN,1,2156,2.01801E+25,361253908,1,645,08/07/1993,5,,,0,TIENDA COMERCIAL,Aparatos/Muebles,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
0101086D0000AD45,82,INVESTIGACIàN,1,2157,2.0171E+25,333017560,0,550,13/01/1987,2,L,M,1,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCOS,Pagos Fijos,UNERFORSCHT,0,0
0101086D0000A8E7,91,INVESTIGACIàN,1,2157,2.01711E+25,341682580,0,512,10/09/1986,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101086D00004EAB,119,INMEDIATO,1,2157,2.01712E+25,348700422,1,560,22/09/1991,3,S,M,1,BANCOS,Tarjeta de Cr‚dito,UNERFORSCHT,Revolvente,Bur¢ de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010113AA00043113,155,INVESTIGACIàN,1,2157,2.01712E+25,348713152,1,723,01/11/1977,5,,,0,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCOS,Desconocido,Individual,0,0
0101086D0000BE48,65,INVESTIGACIàN,1,2157,2.01712E+25,349331857,0,636,30/09/1999,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
0101086D0000BE79,94,INVESTIGACIàN,1,2157,2.01712E+25,352441238,1,527,14/09/1973,5,,,0,FINANCIERA,Pr‚stamo Personal,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,1
0101086D0000BEBD,88,INVESTIGACIàN,1,2157,2.01801E+25,356020628,0,543,26/11/1996,5,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010201A800006A15,169,INVESTIGACIàN,1,2157,2.01801E+25,356061340,1,709,12/11/1958,5,,,0,COMUNICACIONES,L¡nea de Cr‚dito,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCOS,Pr‚stamo Personal,Individual,0,0
01010FEE00002D88,111,INVESTIGACIàN,1,2160,2.01711E+25,335360661,1,742,04/07/1984,5,,,1,SERVICIOS,Otros,Individual,Sin L¡mite Preestablecido,Bur¢ de Cr‚dito,NO,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
0101087000009AC4,124,INMEDIATO,1,2160,2.01712E+25,348694322,1,731,29/11/1969,5,S,F,2,BANCOS,Tarjeta de Cr‚dito,UNERFORSCHT,Revolvente,C¡culo de Cr‚dito,NO,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,,0
010108700000A2B8,76,INVESTIGACIàN,1,2160,2.01801E+25,356247743,0,517,18/06/1993,,,,0,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,UNERFORSCHT,BANCO AZTECA,Pagos Fijos,UNERFORSCHT,0,0
010108700000A303,146,INVESTIGACIàN,1,2160,2.01801E+25,363539013,1,576,18/02/1981,5,,,0,TIENDA COMERCIAL,Aparatos/Muebles,Individual,Pagos Fijos,C¡culo de Cr‚dito,NO,SIC/COBRANZA,Pagos Fijos,UNERFORSCHT,0,0
